"id","prob"
598,0.925997073915938
12048,0.0964779619299239
40908,0.956136011307704
33283,0.996750409854594
40600,0.00487342202725003
19805,0.0100253086092261
20784,0.999389449682171
19048,0.0226386924112073
37061,0.999427645819394
3983,0.00126746163249225
10403,0.000144268334198417
28874,0.994794945969941
11099,0.940176671971568
12940,0.999498407613316
41437,0.0124119751839441
3554,0.990647275118536
22356,0.136590293900036
23521,0.00219261768546171
19043,0.690949341125697
30978,0.999597811361436
39297,0.997423629657464
39470,0.994645731915767
22235,0.00188323821186705
35270,0.99273943286974
6693,0.985107103509724
5657,0.000560455616045933
32121,0.880651827446243
20400,0.642106464446551
17806,0.878032642528068
22512,0.922116500463976
28606,0.964116674162945
48490,0.123401966838135
1403,0.968461228835161
17124,0.00161575841865711
27901,0.00143040105592255
20999,0.999759939723283
35827,0.00533124435648137
26701,0.0252787314670754
48095,0.0288729205007358
12253,0.970530551659214
11177,0.000740465055086435
7686,0.0791667132263904
36491,0.000372663281765762
27051,0.00440633751231586
3700,0.999937972998047
32648,0.890539664863625
16627,0.991331874626594
14605,0.00103116115389078
11235,0.995015152615134
6006,0.00123779892016738
44976,0.0302919927075643
23594,0.00162011075206653
24771,0.00178766432888802
34332,0.986449062681622
19847,0.996525656526017
37046,0.00222873657996647
3358,0.990179785869335
47112,0.000263469847545493
4522,0.0979783120300115
37803,0.971018307662335
41939,0.996664043519824
3882,0.994793251253353
25287,0.00392019973564494
46006,0.264328732107615
36394,0.925110785108105
19123,0.997877896178354
37707,5.1601290286013e-05
18962,0.0591331764275983
34016,0.477189996301324
33850,0.00628176402644825
12106,0.00204713421707421
30158,0.00702747854233455
11406,0.990561196168038
36719,0.991383192602636
6521,0.995486812354275
37565,0.0297386243505908
9404,0.971639068460623
31922,0.182899946206828
26954,0.00044507320074257
42225,0.99825091279258
26929,0.99964145187665
22202,0.996716087037463
480,0.00631685015022434
15022,0.999355192108377
13299,0.993939333094907
44668,0.023982262537897
13588,0.987151513572151
36871,0.546432463510324
43907,0.988055741453583
4789,0.00048627680912761
11538,0.00354516612434372
41758,0.999649149703588
33352,0.987209595436499
32596,0.0092694062836104
27669,0.000568384863955596
46771,0.0428178439654671
17018,0.994765312251369
31622,0.763363220944687
16225,0.00313652645194603
18878,0.049368736421226
19476,0.989756228268407
25314,0.990420368473427
41037,0.946690792912409
34298,0.0662578230137008
7893,0.991305113660616
30635,0.855835789211273
12052,0.568993901449517
24816,0.99653626445419
46217,0.982557207086861
27550,0.977141800687234
45642,0.960576351362577
15635,0.000299920955358718
29120,0.99439961536754
42335,0.996074470531611
47655,0.807926611445335
30227,2.34536887296649e-05
48625,0.998561272615574
40005,0.943231878768683
26223,0.995372895359305
38348,5.69823168129609e-05
9217,0.99443784706763
18785,0.999002610026679
40335,0.977129398884085
14266,0.00579556412578077
43974,0.984587501935815
46282,0.9994370536276
44011,0.0146832177008524
38808,0.98534186626611
20559,0.0473959127227198
2150,0.165870858975396
44500,0.0385999918470682
2237,0.00158902981049634
40275,0.000786508529873612
3545,0.999899690478271
19680,0.991372156331233
20363,0.999600182556463
39706,0.0189582042094996
44823,0.955154326488918
37537,0.0587211541804275
49783,0.929561182477451
15042,0.998515240044163
38773,0.996261688081012
12725,5.86903293330195e-05
34341,0.767123270765411
14057,0.999111351407202
48392,0.161954590234269
46800,0.11982785939601
4596,0.110825375788893
49773,0.117088900260361
41011,0.0164593252736949
20447,0.0010164647995452
31965,0.763360149024415
45221,0.802465886032235
28223,0.00236252840647171
28355,0.967781481903624
14832,0.518628307782093
6426,0.924838803106039
34101,0.999720470687039
26530,0.00157044984992896
9133,0.999002622100392
9636,0.0122202763777275
41268,0.00104627466771388
31698,0.999809909559409
39268,0.702303662236711
41832,0.964075033347994
3819,0.998802841704829
22394,0.00908124396713048
2494,0.000997117492762445
24031,0.0045819689511181
20486,0.0139613926068676
13898,0.0164733658756882
41262,0.102191348137088
17299,0.0107911522801611
14981,0.987362513641198
22495,0.00510382707172969
28537,0.0109597987991886
31597,0.801188909319769
32912,0.999516403331853
38500,0.0932170401482897
38272,0.00691414835959418
19433,0.0891392453773264
28949,0.00102448917186362
7406,0.0860099725353325
13028,0.986559784355992
22884,0.182061970905705
39004,0.000946246922604583
37481,0.0778040333888098
5334,0.0652232110572145
14138,0.000838814320476047
1819,0.0763596312621671
2406,0.485027297301058
49339,0.981086572068061
7599,0.000611125397978128
20698,0.983714461313976
41313,0.996666624931047
32842,0.999578836425208
49898,0.00307899131267681
20733,0.937516941371224
44875,0.859070504101375
39320,0.118688419935008
25705,0.997126076833796
48455,0.00140262639666582
28689,0.870807800493784
4768,0.990517622612028
9785,0.999102619948817
45741,0.0186331333986168
26055,0.00596641926696006
28622,0.0114234332463673
